name,amount
Debra Walker,17250.62
Jordan Santana,10657.72
Richard Smith,16920.47
Kimberly Collins,46563.38
Norma Kent,43053.76
Sheena Olsen,36977.37
Patrick Edwards PhD,35183.08
Caleb Horton,48066.64
Thomas Barnett,21340.52
Jessica Johns,21143.1
Jonathon Rodgers,11185.85
Shawna Reyes,89049.52
Kevin Morris,52977.93
William Gates,36141.83
Carly Elliott,33713.65
Ryan Holland,79042.79
Kevin Ortiz,35136.57
Michael Blake,51016.46
Edward Ramirez,92843.15
Samantha Johnson,34471.72
James Jenkins,44651.32
Elizabeth Pacheco,31027.34
Marcus Atkinson,15111.54
William Cobb,7201.91
Adam White,84792.66
Robert White,84401.91
Daniel Cannon,93224.99
Amanda Reynolds,94689.3
Alicia King,52483.69
Deborah Wheeler,56319.68
Megan Patterson,39098.96
Kelly Wood,9367.47
Sara Berry,86553.87
Monica Reyes,38424.47
Juan Odom MD,97501.86
Michael Ramos,70259.34
Jennifer Baker,36075.27
Kristina Kline,59017.68
Darren Rodriguez,539.46
Christopher Butler,93523.17
Matthew Webb,93108.69
Robert Price,47828.86
Katrina Odom,70681.16
Nicole Noble,4408.43
Dana Watson,45705.02
Carolyn Ryan,74532.56
Taylor Mitchell,29076.74
Dawn Martin,72094.42
Amanda Padilla,8318.17
Gerald Montgomery,79861.8
Kerry Herrera,91643.37
Christine Fields,73537.8
Heather Middleton,7119.04
Mark Bush,54999.34
Lindsey Cisneros,41101.03
Jimmy Pierce,16185.22
Danielle Sullivan,52650.15
Andrew Wise,4214.72
Robert Sweeney,31225.73
Linda Sanchez,40668.88
Angela Black,2004.57
Donna Waters,90535.64
Carol Ramsey,38352.94
Sabrina Marshall,95373.31
Ruben French,51504.14
Kimberly Duran,98952.04
Kelly Garcia,14315.47
Cathy Jenkins,38201.42
Linda Hanson,47228.39
Angela Patel,87088.46
Joshua Morales,89644.07
Darrell Peters,17389.71
Karen White,53055.12
Kenneth Fowler,44182.75
Jerry Allen,35205.13
Jeffrey Peterson,94573.34
Ann Rodriguez,92607.26
Eric Cummings,21711.6
Cynthia Norris,14614.9
Amanda Stephens,76292.98
Amy Hernandez,42270.2
Natalie Wright,3825.56
Dr. Matthew Smith,25417.06
Norma Parks,43777.55
Nicole Vaughan,18907.5
Mr. Michael Powell,85628.55
Brian Nelson,57711.71
Laura Cooper,25184.84
Mrs. Olivia Weeks,71582.52
Eric Wiley,22688.22
Courtney Harris,36370.73
Elizabeth Walters,25654.91
Diana Mendez,85215.85
Steven Ortiz MD,52480.24
Stephanie Daniel DVM,75378.75
Nicholas Brown,77031.78
Amy Benitez,4353.09
Cheryl Thomas,28322.37
Kayla Weber,26214.02
Carl Green,67371.87
Alan Ware,40668.18
Elaine Lin,22556.54
Morgan Ramos,98777.92
John Sullivan,95984.82
Ryan Eaton,86197.03
Kimberly Mendez,25178.77
Joanna Wells,5179.52
Oscar Mosley,58197.27
Shawn Johnson,84681.22
William Lopez,17259.67
Tyler Reyes,37871.65
Maria Campbell,40802.59
Jennifer Harris,54985.26
Brian Weaver,87318.68
Nancy Romero,36584.86
Dr. Andrew Long III,63045.22
Shannon Hall,9249.06
Michael Romero,976.39
Sonya Delgado,80926.37
Janice Dennis,73134.47
Isaac White,65067.94
Robert Perkins,23629.95
Joanna King,63229.31
Michelle Castro,52102.24
Alexa Olson,8216.04
David Long,12546.14
Mrs. Shelly Nguyen DDS,27882.12
Christopher Goodwin,92797.15
Daniel Gross,46258.86
David Snow,3768.64
Regina Case,36845.36
Traci Davis,88081.99
Kyle Thompson,36624.09
David Butler,87184.01
John Dyer,64108.34
Amy Ross,50961.31
Maurice Grimes,18555.08
Jessica Wood DDS,71935.89
Alexis Smith,52731.52
Mrs. Jennifer Andrade,99580.15
Tina Valencia,86021.28
Zachary Brown,90350.62
Johnny Castillo,34530.22
Valerie Mcgrath,21859.06
Ronald Weeks,36332.65
Kathleen Caldwell,24602.52
Gina Brown,89783.78
Kimberly Jackson,69687.07
Benjamin Smith,38009.4
Debra Weiss,54010.13
Heather Gonzalez,91787.29
Adam Allen,51571.4
Laura Meyer,31649.38
Dr. Brenda Harrison,36276.15
Sarah Davis,96707.07
Deborah Lopez,9360.12
Karen Christensen,57417.1
Sandra Montoya,36011.81
Victoria Robbins,955.75
David Le,46374.36
James Black,18247.13
Shane Russo,90757.91
Julie Leon,13841.6
Selena Maynard,96301.77
Amy Lopez,91811.99
James Weiss,55471.33
Kimberly Ross,18632.39
Shane Simpson,91604.61
Jessica Dunn,14794.02
Dr. Diane Chandler,56125.74
Jessica Sanders,38121.12
Jessica Perkins,77775.62
Brian Arnold,32272.5
Benjamin Peters,22338.21
Aaron Choi,41106.37
Juan Smith,11622.62
Zachary Carter,85624.93
John Riley,4909.07
Jody Kelley,63532.47
Jay Wells,52408.88
Jodi Mayer,71858.26
Theresa White,14329.95
Sandra Lara,43376.09
Mrs. Nicole French,56988.13
Amanda Villegas,11548.61
Rodney Clark,58015.88
Aaron Allen,91216.21
Jennifer Sanders,62812.75
Heather Figueroa,68928.0
Krystal Brewer,87490.64
Krista Bartlett,68967.85
Russell York,59540.55
Christine Ward DDS,129.58
Derek French DDS,41191.17
Susan Morton,38031.24
Laura Roy,69366.84
Scott Stevens,60909.27
Logan Rollins,77989.38
Anne Smith,46790.26
Tara Hughes,89580.08
Emily Johnson,28265.17
Mrs. Rebecca Watson DDS,3419.51
Michael Oconnor,56271.29
Kayla Munoz,72549.76
Jacqueline Reeves,36606.96
Paula Hall,25588.07
James Beard,80028.28
Michelle Rice,91489.0
Stephanie Wood MD,29282.77
Kristen Price,70281.67
Jason Thompson,27843.95
Joanna Kidd,4811.47
Cristian Martinez,38899.43
Elaine Adkins,77553.63
Brian Jones,75577.5
Austin Jimenez,49174.0
Susan Lawrence,54189.04
Sheri Rogers,97830.15
James Escobar,89575.63
Keith Kelley,28309.48
Christina Mitchell,11570.75
William Moon,68054.72
James Hayes,96958.05
Angela Wood,91211.13
Dylan Ramos,294.06
Laura Floyd,92058.44
Angel Snyder,4541.47
Charlotte Knight,19833.24
Paul Glenn,47944.86
Justin Casey,23333.8
Shannon Franklin,53379.21
Lori Haley,61505.84
Wanda Mccarthy,19474.39
Angela Harrell,21624.74
Joseph Lee,45291.57
Austin Garcia,74140.61
Alexandra Bernard,289.74
Robert King,59729.25
Tammy Bailey,68447.96
Christopher Bush,1856.55
Whitney Smith,91263.85
David Francis,42021.51
David Davis,4923.58
Juan Ward,8868.3
Michelle Johnson,22963.22
Paul Griffin,33161.74
Colleen Bryant,65108.04
Paul Holt,42534.53
Melissa Lewis,71452.31
Megan Smith,45978.86
Victoria Warren,46886.79
Sean Monroe Jr.,25797.7
Elijah Trevino,49291.76
Jimmy Moore,61263.39
Gerald Johnson,6193.49
Lauren Ryan,12229.82
Michele White,19628.92
Olivia Jones,25559.85
Robert Lewis,99802.2
Kimberly Lee,804.78
Monica Alexander,69793.21
Andrew Richardson,12664.95
Robert Graham,64392.08
Lisa Rodriguez,78109.07
Natasha Mitchell,61993.27
Steven Ward,3188.37
Christy Brock,94676.36
Alexa Summers,39333.53
Kristen Walsh,54720.54
Adam Moore,93163.7
Ashley Jones,43835.13
Edward Griffith,34461.67
Shannon Brown,62193.98
Kathryn Wilson,35923.38
John Ford,13094.23
Geoffrey Davis,50521.47
Steven Parker,87448.89
Gregory Hernandez,98894.35
Kelly Rivera MD,18151.0
Ivan Rodriguez,80752.99
Kenneth Sanchez,88782.06
Matthew Wagner,47991.82
Ashley Obrien,9807.44
Anna Davis,85126.62
Daniel Williams,75697.8
Cynthia Acevedo,83697.6
Brittney Dean,8895.12
Marcus Gross,8965.2
Michelle Smith,79373.08
Roy Horne,90992.48
Angela Love,58405.03
Allison Neal,93634.95
Melinda Davis,84583.67
Kimberly Miles,58663.76
Jennifer Brown,89255.45
Matthew Paul,86456.6
Sabrina Reed,91151.12
Chelsea Copeland,9632.71
Dustin Martinez,52172.88
Kimberly Rodriguez,32012.62
Joe Rivera,49364.13
Rachel Nichols,29384.07
Sean Henry,15255.17
Kimberly Nichols,56727.75
Randy Peters,38607.34
Mason Mcintosh,15710.52
Jack Floyd,30541.82
Jennifer Escobar,75310.56
Brent Montgomery,15485.84
Patrick Hall,57981.88
Elaine Reynolds,60631.74
Daisy Burgess,79311.46
Mackenzie Munoz,46873.9
Jo Black,31196.91
Ryan Knight,48494.53
Jeffrey Gomez,72350.46
James King,21716.4
Jenny Silva,62612.03
Edwin Roberson,16719.7
Kimberly Gray,49915.21
Dillon Stewart,37499.24
Wanda Ross,75468.46
Nicholas Huynh,74032.7
Seth Gonzalez,25308.03
Joseph Todd,84953.49
Mary Stewart,62005.33
Robert Robinson,1290.98
Adam Young,3351.68
Christopher Jones,84500.07
Raven Davis,58474.72
Michael Giles,35318.44
Jeffrey Klein,95652.28
Cassandra Tran,29234.05
Craig Sloan,25517.2
Mrs. Leslie Martinez,26090.82
Robert Cook,91633.12
Jeremy Carroll,18126.23
William Jones,13233.6
Jessica Shepard,77734.43
Devin Porter,28294.22
Jose Patel,53416.81
Chelsea Johnson,55032.67
Carlos Nguyen,5839.09
Carol Cannon,83444.5
Ashley Jones,88601.86
Michael Morris,1895.83
Jillian Reid,20604.6
Courtney Roberts,33068.98
Steven Wilson,99500.44
Justin Olson,28441.97
Sarah Martinez,5331.29
Amy Hill,2523.38
Alicia Jones,81634.68
Sarah Martin,45181.88
Lori Hansen,89918.46
Derrick Bradley,82839.33
Ronald Daniels,37413.2
Gabrielle Ortega DDS,80304.95
Derek Fisher,9179.51
Ms. Lori Hensley,88771.55
Bonnie Walter MD,71689.46
Carla Kennedy,31318.98
Michael Cruz,98864.87
Jamie Gross,66872.94
Kathleen Johnson,82484.19
Danielle Gibson,22195.31
Sylvia Mills,64633.86
Charles Scott,78691.48
Courtney Church,63095.51
Kevin Hale,73089.86
Jessica Watson,3831.62
Samuel Wise,82552.29
Nicholas Perez,25696.99
Jessica Howard,76630.35
Brenda Miller MD,12208.14
Robert Mcgrath,95208.67
Doris George,95572.34
April Jackson,72712.21
Mary Martin,15610.64
Paula Dawson,23849.02
Brenda Bryant,68602.62
Shari Allen,48958.3
Natalie Avila,54883.16
Kyle Hernandez,67133.3
Amy Parrish,72050.26
Jennifer Garcia,24209.92
Brenda Bates,75373.08
Robin Garcia,56118.07
Barbara Winters,77088.51
Barbara West,98781.77
Mary Duncan,61848.22
Summer Garcia,51889.42
Eric Rodriguez,6026.26
Jordan Gonzalez,74230.34
Joshua Neal,11907.53
Paul Mejia,78602.51
Timothy Warren,80371.28
Bobby Rivera,91798.47
Dawn Sanders,57866.21
David Haynes,1458.65
Danielle Richard,8807.09
David Henderson,95825.29
Priscilla Wheeler,68973.42
Lisa Gonzalez,99015.45
Lee Hahn,36473.7
Francisco Smith,55328.4
Robert Joyce,15267.86
Jared Smith,98036.88
David Sawyer,70704.29
Steven Rodriguez,94699.55
Erik Brown,52978.0
Eric Lee,38599.97
Brooke Jones,18738.08
Phillip Reese,85864.05
Terry Rojas,51779.95
Michelle Murphy,25079.88
Corey Douglas,82631.17
Becky Chaney,31461.07
Shawn Bowman,10487.88
Robert Kelly,58232.43
Rhonda Russo,72543.97
Jason Brock,85993.12
Randall Mathis,22206.76
Kimberly Rogers,64252.77
Amanda Franklin,17946.17
Allen Acosta,54855.88
Martin Jordan,6035.33
Austin Dickerson,10362.48
Dominic Ellison,90442.21
Mr. Mark Gonzalez,11071.73
Tina Garcia,2596.36
Michael Robinson,68867.55
Thomas Anderson,60025.8
Katherine Price,55627.58
Matthew Brown,47953.33
James Faulkner,95871.01
Samuel Williams,12738.16
Francisco Shepherd,76895.05
Sherri Williams,11340.16
Michaela Johnson,58485.93
Brittney Martin,16307.77
Ellen Smith,86827.7
Eric Simmons,45773.22
Anita Williams,22216.27
Nathan Stone,44335.79
Jordan Santiago,47678.92
Tyler Schmidt,25807.43
Thomas Jackson,17587.86
Peter Orozco,97845.97
Stephanie Hunt,23992.39
Pam Dawson,17684.31
Megan Ali,5790.55
Joseph Coleman,27644.28
Jeffrey Jones,54568.96
Lawrence Bridges MD,33024.2
Jennifer Mccann,28505.23
Joshua Stone,35527.3
Charles Riley,37352.13
Shane Davis,39449.01
Helen Daugherty,88795.32
Pamela Randall,71913.36
Ian Sweeney,16787.52
Megan Bentley,38371.79
Wendy Stewart,53748.06
Chris Deleon,94666.33
Alexander Nelson,56188.95
Laura Dunn,55947.98
Daniel Terry,42955.61
Joseph Mendoza,40852.01
Tina Logan,50841.96
John Lee,10308.23
Charles White,53766.81
Tracy Cook DDS,56582.7
Eric Smith,25363.34
Jade Church,42850.85
Michael Baird,71243.2
Jessica Johnson,51831.32
Sarah Thornton,42673.73
David Thomas,29540.03
Frank Benjamin,94521.44
Sean Pacheco,59685.75
Gabriel Campos,67448.67
John Simmons,58743.54
Denise Rodriguez,10194.45
April Johnston,92619.65
Cassandra Bailey,89966.84
Joseph Avila,70534.05
Brian Collins,97331.19
Laura Phillips,68166.63
Tammy Cannon,94169.77
Perry Baker,94252.42
Antonio Roman,44036.16
Jamie Mccarthy,12540.4
William Jenkins,53046.28
Christopher Giles,45378.62
Tracy Moore,22275.01
Jeremy Hernandez,52575.71
Mary Wilson,49815.8
Alyssa West,42134.63
Brad Duncan,62543.18
Tina Ross,87067.59
Rodney Rivera,79173.15
Tiffany Leon,51183.03
Pam Morris,93996.69
Michele Gomez,37494.22
Selena Davis,15551.58
Dustin Hall,84062.49
William Santos,91038.98
Cheyenne Pearson,91251.2
Rachel Kirk,22981.41
Timothy Mullen,24047.76
Elizabeth Tran,29057.0
Mary Carter,66737.0
Tina Knox,13278.8
Natalie Smith,12039.58
Courtney Miller,15714.8
Maria Williams,51782.78
Nathan Cummings,3401.13
Mr. Stephen Foster PhD,83036.56
Steven Hammond,24944.85
Hector Hughes,42037.9
Colleen Rodriguez,71105.74
Sarah Ross,60147.33
Karen Williams,15568.67
Lindsay Berger,24185.15
Joel Jarvis,91719.72
Jeffrey Cline,81119.72
Marc Douglas,21386.36
John Brown,70447.02
Bethany Mcconnell,11476.11
Jacob Owens,63045.95
Tammy Dennis,97631.57
Larry Terry,35094.74
Alexandra Berry,56216.59
Kevin Jenkins,72667.93
Catherine Horton,47481.42
Mr. Andre Perez,93510.49
Robert Warren,65247.13
Sarah Fowler,23353.93
Tammy Macias,82171.87
James Navarro,54451.82
Ronald Garrett,3472.22
Ryan Williams,72076.01
Timothy Owens,61566.89
Christopher Wright,12191.63
Sean Foster,5694.36
Kevin Anderson,85760.31
Anthony Kerr,38158.64
Joseph Wood,15460.99
Virginia Green,30468.99
Cathy Velez,32093.53
Brandon Morse,27705.95
Dean Barrett,67082.37
Phyllis Cooper,19380.74
Ebony Hopkins,93459.09
Stephanie Roberts DVM,26023.66
Jennifer Lawson,18367.41
Jacob Richardson,91068.16
Connor Shaw,53534.53
Susan Miles,56796.05
Ashley Macias,2571.61
Kenneth Williams,76261.86
Matthew Koch,6819.04
Jerry Shields,1741.8
Diane Gates,49143.54
Cindy Ryan,6978.86
Kathryn Brown,68274.64
Megan Cruz,58474.52
Cheryl Moss,6030.24
Casey King,98165.02
Peter Parker,32262.11
Mary Mccoy,92473.86
Rachel Burnett,63907.46
Cesar Walker,39211.72
Katelyn Moses,47690.86
Anthony White,6929.93
Michelle Kelley,99860.91
Anthony Hill,41315.87
Sierra Taylor,87026.65
Lisa Holmes,53277.47
Ivan Ewing,71786.77
Dr. Randy Lee,10724.01
Thomas Collins,11359.04
Andrew Pearson DDS,12956.21
Thomas Reeves,22793.31
Russell Torres,8998.84
Daniel Williams,79098.14
Tammy Singh,64922.25
Paul Murray,40684.23
Jorge Mcpherson,10048.35
Daniel Larson,75361.79
Eric Decker,73524.23
Angelica Weber,58175.76
Hannah Cook,17420.74
John Nguyen IV,29538.03
Mitchell Sanders,99703.74
Robert Moore,55962.03
James Swanson,77631.66
Jeffery Martin,6360.26
Drew Price,40623.51
Chase Martinez,91378.67
Edward Meza,20012.27
Cassie Taylor,49914.96
Cassandra Johnson,81321.76
Michelle Green,16735.85
Michelle Fisher,72128.37
Christian Nelson,65257.21
Deborah Acosta,24078.41
Nicole Allen,88481.61
Thomas Robinson,94658.29
Melissa Whitehead,7780.27
Christopher Welch,42855.59
Katrina Perry,72309.48
Laura Torres,16860.55
Terry Wong,30068.1
Christopher Nelson,82536.58
Ryan Hopkins,97708.1
Frank Cardenas,33394.64
Stanley Mason,26363.98
Anna Daugherty,66714.53
Brian Crosby,3684.08
Deborah Welch,56337.08
Marcus Smith,60149.01
Sean Reed,82449.07
Linda Peterson,18632.72
David Hart,45312.12
Brittany Wilson,32736.73
James Gross,62261.24
Tim Mccarthy,94251.58
Bradley Farrell,18611.79
Todd Huang,75274.21
Roger Martin,24378.91
Sara Cervantes,60693.48
Elizabeth Ryan,82954.87
Jennifer Sullivan,62987.6
Andrea Garcia,51760.72
Randall Austin,59353.25
Mikayla Griffin,97140.9
Cindy Watson,69258.78
Linda Frank,21850.75
Richard Young,94284.39
Jeffrey Morales,15837.12
Robert Silva,58903.09
Emily Bailey,87636.04
Vernon Garcia,18542.93
Anna Taylor,37895.03
Sarah Hawkins,17496.33
Rickey Moran,76133.39
Devin Martinez,21633.83
Jacob King,2383.4
Donna West,39185.24
John Carpenter,52047.58
Elizabeth Sanchez,23985.93
Tammy Little,32680.46
Sherry Taylor,76806.99
Mario Pearson,73390.67
Shelley Stone,65215.55
Theresa Santos,88497.11
Mikayla Davis,14941.93
Jennifer Vazquez,21138.69
William Wells,55626.12
Debra Villa,25945.47
Elizabeth Banks,62220.29
Brittany Lyons,8268.85
Jessica Thompson,23491.62
Cody Morgan,47659.87
Justin Gardner,51415.09
Scott Smith,85949.96
David Hall,45525.6
Cody Jackson,6852.78
Matthew Johnson,29656.24
Christopher Harris,70248.57
Seth Douglas,10953.35
Jonathon Romero,69805.97
Mary Johns,1980.03
Andrew Sims,70187.55
Matthew Gonzalez,39924.77
Cody Jimenez,28044.46
Zachary Mitchell Jr.,68291.92
Donna Campbell,85393.74
Christopher Davis,45464.16
Charles Hunter,52616.42
Kristin Swanson,1712.68
Daniel Robinson,781.2
Brittany Cortez,40265.26
Lisa Williams,93436.72
Jessica Bond,46295.79
Donna Hernandez,97850.93
Ashley Little,91674.68
Bruce Barker,1923.76
Lori Mercado,38089.64
Jimmy Smith,14774.57
Ann Johnson,84134.52
Gabriela Smith MD,54122.08
Shane Castro,56775.82
Courtney Wall,14186.56
Nicole Lopez,21772.25
Cheyenne Thompson,45566.05
Brandon Cantrell,20241.47
Kristi Hall,35009.27
Anne Lewis,1464.92
Steven Bowman,58524.43
William Stone,39075.6
Denise Wells,59307.79
Christine Vaughn,85003.13
Teresa White,50321.21
Adrienne Malone,71737.66
Anna Taylor,30658.03
Drew Lynn,51253.3
Mrs. Jacqueline Andrews,76800.38
Robert French,73924.22
Jonathan Archer,61043.85
Brian Morrow,96969.91
Jake Small,53853.25
David Mendez,53061.13
Olivia Chavez,42465.58
Dale Dougherty,22131.96
Jessica Perez,2221.87
Deborah Griffin,59272.93
Paula Johnson,55349.92
Garrett Zimmerman,95419.31
Harry Navarro,2555.15
Lauren Mahoney,85106.68
Brandon James,9480.6
Courtney Beard,19746.86
Toni Hernandez,71813.23
Jenna Simpson,13786.88
Lauren Sherman,96726.72
Melissa Mason DDS,70069.17
Jeffrey Gutierrez,99844.13
Lindsey Jensen,39913.0
David Anderson,13882.58
Emily Johnson,60323.11
Christina Franklin,96008.9
Melissa Wright,53695.83
Stephanie Stuart,11625.58
Tyler Dennis DDS,45237.23
David Guzman,51553.24
Thomas Jones,72962.1
Jennifer Lee,92949.18
Sandy Moore,50426.92
Antonio Williams,41416.4
Kylie Williams,98409.94
Alexandra Meyer,38957.85
Alice Taylor,51763.42
Tina Lamb,10832.32
Kenneth Anderson,39718.27
Tamara Smith,32207.75
Amanda Mcdonald,26449.69
Alex Young,2308.7
Justin Johnson,94646.04
Barbara Garcia,46685.65
Paige Hall,5296.94
David Miller,23697.61
Christopher Hale,97783.67
Kevin Castro MD,40794.02
Lindsey Spencer,66971.25
Madeline Arnold,31936.32
Mary Leblanc MD,32271.86
Kelly Thomas,65879.35
Regina Black,91594.23
Jacob Johnson,15121.02
Ashley Meyer,76374.06
Corey Maldonado,35867.04
Christopher Ford,46825.48
Courtney Horton,97134.31
Marissa Jackson,95473.5
Elizabeth Smith,89939.57
Christina Johnson,96986.9
Sarah Diaz,44655.43
Jeffrey Smith,49619.39
Tracy Snyder,56480.92
Rachael Bernard,67680.66
Martin Jones,54627.15
Debra Johnson,67224.01
Steven Jackson,19251.68
Curtis Barrett,30358.92
Michael Thomas,4655.69
Kristin Mcbride,16554.97
David Cummings,79680.25
Douglas Wu,80769.51
Vincent Baldwin MD,78914.95
Stephanie Garcia,1492.05
Mark Scott,4125.1
Timothy Thompson,89428.43
Sarah Collins,21743.01
Samantha Gonzalez,56621.06
Dalton Lozano,88704.84
Robert Sanchez,98118.59
James Stewart,45938.14
Christopher Carson,4366.73
John Graham DDS,13540.53
Michael Mitchell,61102.77
Michael Sanchez Jr.,64115.3
Dr. Tricia Kelly,36720.36
Allison Kerr,91573.51
Victoria Acevedo,97341.1
Jennifer Jones,90093.93
Amanda Murphy,68211.86
John Blevins,88807.74
Bailey Owens,24200.69
Jacob Hubbard,14160.91
Laura Gonzalez DVM,58447.09
Heather Fritz,2467.16
Bobby Wade,47349.12
Cody Wise,54435.56
Julie Morgan,36298.42
Anthony Horton,96052.82
Melissa Barnes,41869.12
Linda Gomez,87008.33
Amanda Miller,91080.65
Paula Horn,42010.13
Robert Coffey,11119.37
Kevin Cook,44963.93
David Orr,35619.98
Margaret Vaughn,22574.24
Vincent Kramer,98880.66
Cathy Parrish,6629.03
Heather Greene,81296.23
Jennifer Turner,99099.71
Lauren Barron,43397.19
Steven Dickson,64595.34
Dr. Stephen Taylor,440.65
Chad Hunter,15750.22
Jason Mcdonald,7758.77
Laura Gonzalez,35786.89
Jose Bowers,5365.14
Ryan Hudson,21685.02
Brian Ramos,25682.83
Jessica Morgan,85305.53
Allison Thompson,66967.6
Ernest Murray,81848.01
William Cox,88928.21
Victoria Pollard,81563.74
Luis Church,70226.91
Scott Stone,13045.72
Charles Lucero,49917.78
Kimberly Hendricks,37045.36
Brent Williams,24520.15
Dennis Pittman,84620.17
Rose Guzman,6043.69
Nicholas Davis,68371.73
Belinda Mckay,89618.71
Christopher Liu,23741.76
Anthony Marquez,88235.57
Daniel Gonzales,32305.95
John Morris,58218.31
Sandra Conway,80149.36
Kathleen Waters,72597.38
Kendra Benson,52509.81
Scott Hansen,60968.89
Heidi Moody,93290.36
Jonathan Black,7646.55
Erica Snyder,52369.73
Eric Hudson,32765.53
Ian Sims,66720.65
Meredith Chen,71153.52
Jonathan Bailey,56247.7
Stephanie Howell,96970.13
Mitchell Nguyen,77841.96
Gregory Peters,87533.86
Justin Shannon,33564.08
Shannon Powell,14651.32
John Becker,80471.63
Regina Boyd,69453.11
Melinda Mason,34751.3
Michael Gonzalez,61522.93
Sarah Richardson,11899.97
Andrew Roberts,10752.1
Sarah Day,45997.38
Thomas Hawkins,45429.46
Emily Bradford,44334.07
Ronnie Butler,51522.17
Maria Lindsey,59659.49
Stephanie Vaughn,19650.94
Rebecca Graham,30796.31
Adam Ochoa,62166.01
Jacob Peters,69941.28
James Fleming,88657.44
Craig Torres,52107.06
Ian Moyer,2845.22
Adam Sellers,6571.93
Julia Nash,23961.42
Jennifer Parker,67473.09
Tracy Malone,36203.74
John Aguilar,65761.35
Brittany Ramirez,77229.91
Christina Garrison,66722.96
Autumn Johnson,8850.96
Sharon Simon,4986.85
Charles Ward,40749.8
Maureen Cross,37750.91
Wendy Thomas,43844.74
Curtis Suarez,54626.63
Mark Lawrence,9228.29
Mark Howard,31994.43
Paul Torres,54340.71
Mike Clark,88448.24
Katherine Lucas,1499.39
Joseph Vance,82711.35
Leslie Elliott,67803.86
Leslie Paul,57550.1
James Watkins,62608.14
Joshua Howard,30648.42
Ana Ramirez,17932.08
Yolanda Johnson,27074.13
Olivia Beltran,36039.1
Kyle Martinez,63715.24
Mr. Eric Mckinney,9605.75
Jessica Williams,29559.24
Alan Lara,56628.65
Jennifer White,2526.26
Thomas Bailey,93624.16
Karen Jenkins,45477.18
Kevin Tran,22960.78
William Olsen,79067.62
Cody Burns,86265.78
Karen Hensley,66633.2
Amanda Alexander,22253.26
Michael Silva,12075.35
Bradley Park,13770.4
Kimberly Bailey,30153.54
Keith Roberts,812.88
Antonio Robinson,7892.18
Jessica Miller,743.84
Heather Carroll,85719.01
Eric Gonzalez,19984.72
Erika Sanchez,86123.99
Tammy Francis,43631.76
Samuel Neal,87392.79
Tammie Smith,94511.45
Roger Lewis,41777.59
Douglas Cobb,64554.41
Alex Harris,44831.42
Stephanie Pruitt,23127.92
Craig Potter,65538.19
Jill Robinson,30138.44
Justin Harris,32709.93
Joshua Scott,83325.03
Kristina Snyder,41729.03
Stephanie Sellers,87540.22
Mark Watson,74647.32
Melissa Dennis,2379.01
Wendy Holmes,84446.24
Donald Johnson,39334.04
Amy Gardner,803.41
Cindy Bowman,86985.24
Kevin Barrett,30405.69
Christian Scott,5714.96
Andrew Phillips,48275.26
Scott Costa,43117.24
Kyle Prince,80400.63
Neil Stewart,60508.86
Manuel Vincent,59335.25
Joseph French,50319.4
Theresa Washington,69184.59
Michael Hill,12399.56
Diana Parrish,97209.49
Alexandra Flynn,47236.52
Diana Smith,95866.32
Shannon Delgado,77437.85
Vanessa Lewis,67324.88
Sharon Ray,54375.12
Tina Hernandez,96498.41
Sara Black,22084.04
Tammie Johnson,64733.35
Nathan Lucas,19159.42
Dominic Peterson,13057.91
Stanley Knox,48560.61
Barbara Dawson,68533.58
Nicole Vargas,16367.34
Beth Perry,10326.24
David Harris,34048.77
Kenneth Patel,96160.59
Matthew Carter,20672.72
Melissa Porter,78865.5
Jessica Anderson,25582.72
Brittney West,92730.89
Stephanie Tyler,15103.59
Amanda Moreno,72819.73
Dr. Christopher Chang PhD,42744.65
Stephen Black,19316.24
Rachel Cox,68682.84
Terry Green,4846.61
Michael Gonzales,60906.34
Paula Brown,92996.32
Alison Randall,81039.86
Andrea King,29496.52
David Harrington,69745.81
David Wang,61293.66
Mikayla Meyer,78473.28
Daniel Roberson,28598.96
Tiffany Ramirez,36853.9
Bailey Roberts,10835.63
Francisco Shaw,99323.59
Nancy Woods,54169.97
Michelle Green,98418.66
Emily Patterson DDS,77733.62
Darrell Bennett,50985.47
Marc Guerra,68956.97
Aaron Velez,30528.28
David Schneider,2140.49
Mark Mcconnell,40335.11
Paul Jones,87.25
Mr. Michael Gordon MD,22116.66
Matthew Hale,69341.37
Angela Molina,3792.35
Michelle Evans,13259.66
Randy Oconnell,86425.68
Bryce Cannon,13843.32
Kristopher Smith,74417.22
Wendy Burnett,76572.11
Adrian Klein,42069.17
Vanessa Cohen,61595.23
Martin Cline,59445.55
Jennifer Gates,69481.67
Nancy Bradley,82625.61
Tina West,87162.26
Lee Barnett,38971.7
Chad May,45749.52
Elizabeth Stafford,13083.94
Timothy Vasquez,7691.46
Steven Bauer,65227.23
Johnathan Spears,67705.96
Sara Taylor,16376.21
Allen Daniels,33435.66
Vanessa Curry,86804.2
Edward Mcguire,61594.91
Jeffrey Small,87031.27
Craig Gutierrez,80838.63
Ashley Wright,41522.33
Joshua Frye,32712.67
Michael Fox,41707.67
Phillip Vance,25428.43
Theresa Nelson,9275.64
Breanna Perez,24009.91
Amy Gallegos,45279.03
Kevin Gordon,61059.83
Colleen Kelly,1755.25
Mr. Luis Crawford,17124.13
James Mata,21820.32
Erin Arnold,20562.27
Erica Williams,68925.62
Jason Brown,3897.62
Linda Walls,17160.92
